None,ticker,Date,Open,High,Low,Close,Volume,Adj_Close
0,AMZN,3/27/2018,1572.4,1575.96,1482.32,1497.05,6793279,1497.05
1,AMZN,3/26/2018,1530,1556.99,1499.25,1555.86,5547618,1555.86
2,AMZN,3/23/2018,1539.01,1549.02,1495.36,1495.56,7843966,1495.56
3,AMZN,3/22/2018,1565.47,1573.85,1542.4,1544.1,6177737,1544.1
4,AMZN,3/21/2018,1586.45,1590,1563.17,1581.86,4667291,1581.86
5,AMZN,3/20/2018,1550.34,1587,1545.41,1586.51,4507049,1586.51
6,AMZN,3/19/2018,1554.53,1561.66,1525.35,1544.93,6376619,1544.93
7,AMZN,3/16/2018,1583.45,1589.44,1567.5,1571.68,5145054,1571.68
8,AMZN,3/15/2018,1595,1596.91,1578.11,1582.32,4026744,1582.32
9,AMZN,3/14/2018,1597,1606.44,1590.89,1591,4164395,1591
10,AMZN,3/13/2018,1615.96,1617.54,1578.01,1588.18,6427066,1588.18
11,AMZN,3/12/2018,1592.6,1605.33,1586.7,1598.39,5115886,1598.39
12,AMZN,3/9/2018,1563.5,1578.94,1559.08,1578.89,4417059,1578.89
13,AMZN,3/8/2018,1550,1554.88,1545.25,1551.86,3512528,1551.86
14,AMZN,3/7/2018,1526.52,1545.9,1522.51,1545,4174123,1545
15,AMZN,3/6/2018,1533.2,1542.13,1528,1537.64,4561718,1537.64
16,AMZN,3/5/2018,1494.24,1525.38,1481,1523.61,5233934,1523.61
17,AMZN,3/2/2018,1469.1,1501.05,1455.01,1500.25,6587564,1500.25
18,AMZN,3/1/2018,1513.6,1518.49,1465,1493.45,6835230,1493.45
19,AMZN,2/28/2018,1519.51,1528.7,1512,1512.45,4426580,1512.45
20,AMZN,2/27/2018,1524.5,1526.78,1507.21,1511.98,4708378,1511.98
21,AMZN,2/26/2018,1509.2,1522.84,1507,1521.95,4909053,1521.95
22,AMZN,2/23/2018,1495.34,1500,1486.5,1500,4327008,1500
23,AMZN,2/22/2018,1495.36,1502.54,1475.76,1484.76,4732555,1484.76
24,AMZN,2/21/2018,1485,1503.49,1478.92,1482.92,6216694,1482.92
25,AMZN,2/20/2018,1446.49,1488.77,1446.49,1468.35,6388374,1468.35
26,AMZN,2/16/2018,1457.37,1465.8,1446.56,1448.69,4410879,1448.69
27,AMZN,2/15/2018,1466.89,1468.94,1436.84,1461.76,5598111,1461.76
28,AMZN,2/14/2018,1406.25,1452.06,1403.36,1451.05,5881238,1451.05
29,AMZN,2/13/2018,1385.93,1419.72,1383.53,1414.51,5858860,1414.51
30,AMZN,2/12/2018,1364.67,1393.81,1344.01,1386.23,6682214,1386.23
31,AMZN,2/9/2018,1373.49,1383.5,1265.93,1338.99,13787886,1338.99
32,AMZN,2/8/2018,1429.67,1433.75,1349.94,1350.47,8108560,1350.47
33,AMZN,2/7/2018,1449,1460.99,1415.15,1416.78,7066828,1416.78
34,AMZN,2/6/2018,1361.46,1443.99,1351.79,1442.84,10773963,1442.84
35,AMZN,2/5/2018,1402.62,1458.98,1320.72,1396.62,10756332,1396.62
36,AMZN,2/2/2018,1477.39,1498,1414,1431,10915962,1431
37,AMZN,2/1/2018,1445,1459.88,1385.14,1390,7812953,1390
38,AMZN,1/31/2018,1451.3,1472.58,1450.04,1451.65,6220396,1451.65
39,AMZN,1/30/2018,1403.17,1439.25,1392,1437.82,5736512,1437.82
40,AMZN,1/29/2018,1409.18,1431.39,1400.44,1417.68,5628992,1417.68
41,AMZN,1/26/2018,1392.01,1402.53,1380.91,1402.05,4584082,1402.05
42,AMZN,1/25/2018,1368,1378.34,1357.62,1377.95,4621862,1377.95
43,AMZN,1/24/2018,1374.82,1388.16,1338,1357.51,6730084,1357.51
44,AMZN,1/23/2018,1338.09,1364.9,1337.34,1362.54,5056764,1362.54
45,AMZN,1/22/2018,1297.17,1327.45,1296.66,1327.31,3970151,1327.31
46,AMZN,1/19/2018,1312,1313,1292.99,1294.58,4395070,1294.58
47,AMZN,1/18/2018,1293.95,1304.6,1284.02,1293.32,3941007,1293.32
48,AMZN,1/17/2018,1312.24,1314,1280.88,1295,5166748,1295
49,AMZN,1/16/2018,1323,1339.94,1292.3,1304.86,7111172,1304.86
50,AMZN,1/12/2018,1273.39,1305.76,1273.39,1305.2,5360681,1305.2
51,AMZN,1/11/2018,1259.74,1276.77,1256.46,1276.68,3075315,1276.68
52,AMZN,1/10/2018,1245.15,1254.33,1237.23,1254.33,2659507,1254.33
53,AMZN,1/9/2018,1256.9,1259.33,1241.76,1252.7,3646681,1252.7
54,AMZN,1/8/2018,1236,1253.08,1232.03,1246.87,4177533,1246.87
55,AMZN,1/5/2018,1217.51,1229.14,1210,1229.14,3430148,1229.14
56,AMZN,1/4/2018,1205,1215.87,1204.66,1209.59,3000366,1209.59
57,AMZN,1/3/2018,1188.3,1205.49,1188.3,1204.2,3044664,1204.2
58,AMZN,1/2/2018,1172,1190,1170.51,1189.01,2587899,1189.01
59,AMZN,12/29/2017,1182.35,1184,1167.5,1169.47,2625283,1169.47
60,AMZN,12/28/2017,1189,1190.1,1184.38,1186.1,1803460,1186.1
61,AMZN,12/27/2017,1179.91,1187.29,1175.61,1182.26,1779382,1182.26
62,AMZN,12/26/2017,1168.36,1178.32,1160.55,1176.76,1964871,1176.76
63,AMZN,12/22/2017,1172.08,1174.62,1167.83,1168.36,1553997,1168.36
64,AMZN,12/21/2017,1175.9,1179.17,1167.64,1174.76,2042448,1174.76
65,AMZN,12/20/2017,1190.5,1191,1176,1177.62,2318916,1177.62
66,AMZN,12/19/2017,1189.15,1192.97,1179.14,1187.38,2555235,1187.38
67,AMZN,12/18/2017,1187.37,1194.78,1180.91,1190.58,2767271,1190.58
68,AMZN,12/15/2017,1179.03,1182.75,1169.33,1179.14,4539895,1179.14
69,AMZN,12/14/2017,1163.71,1177.93,1162.45,1174.26,3069993,1174.26
70,AMZN,12/13/2017,1170,1170.87,1160.27,1164.13,2555053,1164.13
71,AMZN,12/12/2017,1166.51,1173.6,1161.61,1165.08,2197697,1165.08
72,AMZN,12/11/2017,1164.6,1169.9,1157,1168.92,2257922,1168.92
73,AMZN,12/8/2017,1170.4,1172.79,1157.1,1162,2957785,1162
74,AMZN,12/7/2017,1156.59,1163.19,1151,1159.79,2408323,1159.79
75,AMZN,12/6/2017,1137.99,1155.89,1136.08,1152.35,2756730,1152.35
76,AMZN,12/5/2017,1128.26,1159.27,1124.74,1141.57,4033184,1141.57
77,AMZN,12/4/2017,1173.85,1175.2,1128,1133.95,5872358,1133.95
78,AMZN,12/1/2017,1172.05,1179.65,1152,1162.35,4070722,1162.35
79,AMZN,11/30/2017,1167.1,1178.57,1160,1176.75,4406535,1176.75
80,AMZN,11/29/2017,1194.8,1194.8,1145.19,1161.27,9179567,1161.27
81,AMZN,11/28/2017,1204.88,1205.34,1188.52,1193.6,4463476,1193.6
82,AMZN,11/27/2017,1202.66,1213.41,1191.15,1195.83,6701343,1195.83
83,AMZN,11/24/2017,1160.7,1186.84,1160.7,1186,3526582,1186
84,AMZN,11/22/2017,1141,1160.27,1141,1156.16,3516336,1156.16
85,AMZN,11/21/2017,1132.86,1140,1128.2,1139.49,2449503,1139.49
86,AMZN,11/20/2017,1129.77,1133.42,1122.55,1126.31,2134381,1126.31
87,AMZN,11/17/2017,1138.28,1138.8,1125.81,1129.88,2333554,1129.88
88,AMZN,11/16/2017,1130.16,1138.16,1130.05,1137.29,2190456,1137.29
89,AMZN,11/15/2017,1127.01,1131.75,1121.63,1126.69,3897230,1126.69
90,AMZN,11/14/2017,1130.11,1138,1123.89,1136.84,3042295,1136.84
91,AMZN,11/13/2017,1123,1139.9,1122.34,1129.17,2897563,1129.17
92,AMZN,11/10/2017,1126.1,1131.75,1124.06,1125.35,2162985,1125.35
93,AMZN,11/9/2017,1125.96,1129.62,1115.77,1129.13,3661411,1129.13
94,AMZN,11/7/2017,1124.74,1130.6,1117.5,1123.17,2623474,1123.17
95,AMZN,11/6/2017,1109.15,1125.41,1108.77,1120.66,3313857,1120.66
96,AMZN,11/3/2017,1091.15,1112.68,1088.52,1111.6,3685172,1111.6
97,AMZN,11/2/2017,1097.81,1101.94,1086.87,1094.22,3658748,1094.22
98,AMZN,11/1/2017,1105.4,1108.97,1096.74,1103.68,3723680,1103.68
99,AMZN,10/31/2017,1109,1110.54,1101.12,1105.28,3428461,1105.28
100,AMZN,10/30/2017,1095.01,1122.79,1093.56,1110.85,6516639,1110.85
101,AMZN,10/27/2017,1058.14,1105.58,1050.55,1100.95,16360527,1100.95
102,AMZN,10/26/2017,980.33,982.9,968.55,972.43,3670282,972.43
103,AMZN,10/25/2017,978,984.44,966.24,972.91,2969295,972.91
104,AMZN,10/24/2017,969,979.85,965,975.9,2666782,975.9
105,AMZN,10/23/2017,986.73,986.775,962.5,966.3,3465469,966.3
106,AMZN,10/20/2017,993.53,994.62,982,982.91,2294145,982.91
107,AMZN,10/19/2017,990,991.05,980.24,986.61,3040066,986.61
108,AMZN,10/18/2017,1009.27,1022.31,996.55,997,2477357,997
109,AMZN,10/17/2017,1005.59,1011.47,1004.38,1009.13,2307075,1009.13
110,AMZN,10/16/2017,1008.44,1009.57,1001.04,1006.34,1991556,1006.34
111,AMZN,10/13/2017,1007,1007.77,1001.03,1002.94,2399403,1002.94
112,AMZN,10/12/2017,996.81,1008.44,992.4,1000.93,4056172,1000.93
113,AMZN,10/11/2017,991.27,995.5,986.695,995,2310872,995
114,AMZN,10/10/2017,996.67,997.95,980.099,987.2,3062820,987.2
115,AMZN,10/9/2017,993.24,998.5,987.5,990.99,2927994,990.99
116,AMZN,10/6/2017,975.64,995.75,975.64,989.58,3719840,989.58
117,AMZN,10/5/2017,970,981.51,969.64,980.85,3119487,980.85
118,AMZN,10/4/2017,954.21,967.79,954.05,965.45,2460721,965.45
119,AMZN,10/3/2017,958,963.69,950.37,957.1,2643484,957.1
120,AMZN,10/2/2017,964,967.305,952.1201,959.19,2415846,959.19
121,AMZN,9/29/2017,960.11,964.83,958.375,961.35,2411643,961.35
122,AMZN,9/28/2017,951.86,959.7,950.101,956.4,2512567,956.4
123,AMZN,9/27/2017,948,955.3,943.3,950.87,3111263,950.87
124,AMZN,9/26/2017,945.49,948.63,931.75,938.6,3464183,938.6
125,AMZN,9/25/2017,949.31,949.42,932.89,939.79,5065542,939.79
126,AMZN,9/22/2017,961.01,965.61,954.42,955.1,2602418,955.1
127,AMZN,9/21/2017,971.31,971.7,962.02,964.65,2252940,964.65
128,AMZN,9/20/2017,971.79,974.81,962.1626,973.21,2727355,973.21
129,AMZN,9/19/2017,977.25,978.24,967.46,969.86,2614059,969.86
130,AMZN,9/18/2017,990.4,992.7922,968.17,974.19,3376772,974.19
131,AMZN,9/15/2017,993.01,996.25,984.03,986.79,3697742,986.79
132,AMZN,9/14/2017,996.8,998.56,987.74,992.21,3788472,992.21
133,AMZN,9/13/2017,983.97,1000,979.42,999.6,3314978,999.6
134,AMZN,9/12/2017,983.27,984.6718,975.517,982.58,2444699,982.58
135,AMZN,9/11/2017,974.46,981.94,974.22,977.96,2134582,977.96
136,AMZN,9/8/2017,979.1,979.88,963.47,965.9,2578269,965.9
137,AMZN,9/7/2017,974,980.59,972.55,979.47,2536000,979.47
138,AMZN,9/6/2017,968.32,971.84,960.6,967.8,2106605,967.8
139,AMZN,9/5/2017,975.4,976.7699,960.37,965.27,2875228,965.27
140,AMZN,9/1/2017,984.2,984.5,976.875,978.25,2423132,978.25
141,AMZN,8/31/2017,974.7,981,972.76,980.6,3280945,980.6
142,AMZN,8/30/2017,958.44,969.41,956.9062,967.59,2860718,967.59
143,AMZN,8/29/2017,940,956,936.33,954.06,2853972,954.06
144,AMZN,8/28/2017,946.54,953,942.25,946.02,2529087,946.02
145,AMZN,8/25/2017,956,957.621,944.1,945.26,3292776,945.26
146,AMZN,8/24/2017,957.42,959,941.14,952.45,5086748,952.45
147,AMZN,8/23/2017,959.38,962,954.2,958,2590245,958
148,AMZN,8/22/2017,955.52,967.93,955.495,966.9,2718261,966.9
149,AMZN,8/21/2017,957.57,961.2,945.46,953.29,3008450,953.29
150,AMZN,8/18/2017,961.4,965.43,954.65,958.47,3248677,958.47
151,AMZN,8/17/2017,977.84,977.84,960.32,960.57,3396045,960.57
152,AMZN,8/16/2017,981.65,986.4605,973.22,978.18,3096051,978.18
153,AMZN,8/15/2017,988.9,991.74,982,982.74,2513139,982.74
154,AMZN,8/14/2017,978.41,985.5,976.19,983.3,3008007,983.3
155,AMZN,8/11/2017,960,970.39,951.38,967.99,3431423,967.99
156,AMZN,8/10/2017,976.295,979.86,954.68,956.92,5560388,956.92
157,AMZN,8/9/2017,982.6,988,975.27,982.01,3434077,982.01
158,AMZN,8/8/2017,994.35,996.28,985.79,989.84,2847527,989.84
159,AMZN,8/4/2017,989.68,991.672,982,987.58,2704026,987.58
160,AMZN,8/3/2017,999.47,999.5,984.59,986.92,3203134,986.92
161,AMZN,8/2/2017,1001.77,1003.21,981.73,995.89,4017780,995.89
162,AMZN,8/1/2017,996.11,1006.4,991.58,996.19,4421395,996.19
163,AMZN,7/31/2017,1019.05,1019.05,987.02,987.78,7246638,987.78
164,AMZN,7/28/2017,1012.14,1032.85,1001,1020.04,7624498,1020.04
165,AMZN,7/27/2017,1069.55,1083.31,1040.18,1046,9905158,1046
166,AMZN,7/26/2017,1043.2,1053.2,1043.2,1052.8,2828980,1052.8
167,AMZN,7/25/2017,1038.05,1043.33,1032.48,1039.87,2432328,1039.87
168,AMZN,7/24/2017,1028.34,1043.01,1027.43,1038.95,3212499,1038.95
169,AMZN,7/21/2017,1021.28,1026.1,1011,1025.67,2677517,1025.67
170,AMZN,7/20/2017,1031.59,1034.97,1022.52,1028.7,2964341,1028.7
171,AMZN,7/19/2017,1025,1031.59,1022.5,1026.87,2936902,1026.87
172,AMZN,7/18/2017,1006,1026.03,1004,1024.38,3957892,1024.38
173,AMZN,7/17/2017,1004.69,1014.75,1003.81,1010.04,3636801,1010.04
174,AMZN,7/14/2017,1002.4,1004.45,996.89,1001.81,2066362,1001.81
175,AMZN,7/13/2017,1004.62,1006.88,995.9,999.855,2864533,999.855
176,AMZN,7/12/2017,1000.65,1008.55,998.1,1006.51,3491988,1006.51
177,AMZN,7/11/2017,993,995.99,983.72,994.13,2947479,994.13
178,AMZN,7/10/2017,985,999.4392,983.5,996.47,3462884,996.47
179,AMZN,7/7/2017,969.55,980.11,969.14,978.76,2582645,978.76
180,AMZN,7/6/2017,964.66,974.4,959.02,965.14,3229378,965.14
181,AMZN,7/5/2017,961.53,975,955.25,971.4,3587645,971.4
182,AMZN,7/3/2017,972.79,974.49,951.0001,953.66,2908267,953.66
183,AMZN,6/30/2017,980.12,983.47,967.61,968,3309138,968
184,AMZN,6/29/2017,979,987.56,965.25,975.93,4246765,975.93
185,AMZN,6/28/2017,978.55,990.68,969.21,990.33,3708638,990.33
186,AMZN,6/27/2017,990.69,998.8,976,976.78,3735360,976.78
187,AMZN,6/26/2017,1008.5,1009.8,992,993.98,3347195,993.98
188,AMZN,6/23/2017,1002.54,1004.62,998.02,1003.74,2645973,1003.74
189,AMZN,6/22/2017,1002.23,1006.96,997.2,1001.3,2221035,1001.3
190,AMZN,6/21/2017,998.7,1002.72,992.6518,1002.23,2892563,1002.23
191,AMZN,6/20/2017,998,1004.88,992.02,992.59,4040990,992.59
192,AMZN,6/19/2017,1017,1017,989.9,995.17,4967600,995.17
193,AMZN,6/16/2017,996,999.75,982,987.71,11314754,987.71
194,AMZN,6/15/2017,958.7,965.73,950.86,964.17,5202147,964.17
195,AMZN,6/14/2017,988.59,990.34,966.71,976.47,3943670,976.47
196,AMZN,6/13/2017,977.99,984.5,966.1,980.79,4533933,980.79
197,AMZN,6/12/2017,967,975.95,945,964.83,9393802,964.83
198,AMZN,6/9/2017,1012.5,1012.99,927,978.31,7548854,978.31
199,AMZN,6/8/2017,1012.06,1013.61,1006.11,1009.94,2724408,1009.94
200,AMZN,6/7/2017,1005.95,1010.25,1002,1010.07,2779551,1010.07
201,AMZN,6/6/2017,1012,1016.5,1001.25,1002.97,3298378,1002.97
202,AMZN,6/5/2017,1007.23,1013.21,1003.51,1011.34,2676857,1011.34
203,AMZN,6/2/2017,998.99,1008.48,995.67,1006.73,3714954,1006.73
204,AMZN,6/1/2017,998.59,998.99,991.37,995.95,2384298,995.95
205,AMZN,5/31/2017,1000,1000.12,982.16,994.62,3912535,994.62
206,AMZN,5/30/2017,996.51,1001.2,995.52,996.7,3245760,996.7
207,AMZN,5/26/2017,995,998.65,989.2491,995.78,3394090,995.78
208,AMZN,5/25/2017,984.85,999,982.11,993.38,4737390,993.38
209,AMZN,5/24/2017,976,981,970.23,980.35,2407995,980.35
210,AMZN,5/23/2017,975.02,975.2,966.85,971.54,2395510,971.54
211,AMZN,5/22/2017,964,971.38,962.9,970.7,2613805,970.7
212,AMZN,5/19/2017,962.84,968.92,959.72,959.84,3846299,959.84
213,AMZN,5/18/2017,944.8,962.75,944.76,958.49,3876816,958.49
214,AMZN,5/17/2017,954.7,960.3957,944.12,944.52,5073254,944.52
215,AMZN,5/16/2017,961,970.06,960.91,966.07,3050005,966.07
216,AMZN,5/15/2017,958.73,963.15,956.055,957.97,4245856,957.97
217,AMZN,5/12/2017,954.5,962.79,951.53,961.35,3605620,961.35
218,AMZN,5/11/2017,945.11,950.29,940.775,947.62,2135393,947.62
219,AMZN,5/10/2017,953.5,953.7499,945,948.95,2083441,948.95
220,AMZN,5/9/2017,952.8,957.89,950.2,952.82,3230630,952.82
221,AMZN,5/8/2017,940.95,949.05,939.21,949.04,3370672,949.04
222,AMZN,5/5/2017,940.52,940.79,930.3,934.15,2856585,934.15
223,AMZN,5/4/2017,944.75,945,934.215,937.53,2380874,937.53
224,AMZN,5/3/2017,946,946,935.9,941.03,3544234,941.03
225,AMZN,5/2/2017,946.645,950.1,941.413,946.68,3800912,946.68
226,AMZN,5/1/2017,927.8,954.4,927.8,948.43,5415793,948.43
227,AMZN,4/28/2017,948.83,949.59,924.3335,924.99,7278819,924.99
228,AMZN,4/27/2017,914.39,921.86,912.11,918.76,4255693,918.76
229,AMZN,4/26/2017,910.3,915.749,907.56,909.29,2562595,909.29
230,AMZN,4/25/2017,907.04,909.48,903,907.62,3367734,907.62
231,AMZN,4/24/2017,908.68,909.99,903.82,907.41,3118123,907.41
232,AMZN,4/21/2017,902.67,903.65,896.77,898.53,2420494,898.53
233,AMZN,4/20/2017,899.7,905.32,896.29,902.06,2814441,902.06
234,AMZN,4/19/2017,907.84,910.5,897.369,899.2,2870242,899.2
235,AMZN,4/18/2017,900.99,909.61,900.78,903.78,2999238,903.78
236,AMZN,4/17/2017,887.5,902.38,887.5,901.99,2854673,901.99
237,AMZN,4/13/2017,891.45,894.97,884.49,884.67,3174583,884.67
238,AMZN,4/12/2017,903.09,904.09,895.2501,896.23,2456140,896.23
239,AMZN,4/11/2017,907.04,911.24,897.5,902.36,3012743,902.36
240,AMZN,4/10/2017,899.63,908.51,899,907.04,3184301,907.04
241,AMZN,4/7/2017,899.65,900.09,889.31,894.88,3707367,894.88
242,AMZN,4/6/2017,913.8,917.1899,894.4927,898.28,6344065,898.28
243,AMZN,4/5/2017,910.82,923.72,905.62,909.28,7508370,909.28
244,AMZN,4/4/2017,891.5,908.5384,890.28,906.83,4984656,906.83
245,AMZN,4/3/2017,888,893.49,885.42,891.51,3422328,891.51
246,AMZN,3/31/2017,877,890.35,876.65,886.54,3957612,886.54
247,AMZN,3/30/2017,874.95,877.06,871.66,876.34,2762730,876.34
248,AMZN,3/29/2017,859.05,876.438,859.02,874.32,4485770,874.32
249,AMZN,3/28/2017,851.75,858.46,850.1,856,3041633,856
250,AMZN,3/27/2017,838.07,850.3,833.5,846.82,2755775,846.82
251,AMZN,3/24/2017,851.68,851.8,843.53,845.61,2138269,845.61
252,AMZN,3/23/2017,848.2,850.89,844.8,847.38,1952964,847.38
253,AMZN,3/22/2017,840.43,849.37,839.05,848.06,2658669,848.06
254,AMZN,3/21/2017,858.84,862.795,841.31,843.2,4382852,843.2
255,AMZN,3/20/2017,851.51,857.8,851.01,856.97,2282727,856.97
256,AMZN,3/17/2017,853.49,853.83,850.64,852.31,3384403,852.31
257,AMZN,3/16/2017,855.3,855.5,850.51,853.42,1842296,853.42
258,AMZN,3/15/2017,854.33,854.45,847.11,852.97,2562176,852.97
259,AMZN,3/14/2017,853.55,853.75,847.55,852.53,2130586,852.53
260,AMZN,3/13/2017,851.77,855.69,851.71,854.59,1909672,854.59
261,AMZN,3/10/2017,857,857.35,851.72,852.46,2436434,852.46
262,AMZN,3/9/2017,851,856.3999,850.31,853,2048187,853
263,AMZN,3/8/2017,848,853.07,846.79,850.5,2288317,850.5
264,AMZN,3/7/2017,845.48,848.46,843.75,846.02,2247554,846.02
265,AMZN,3/6/2017,845.23,848.49,841.12,846.61,2610370,846.61
266,AMZN,3/3/2017,847.2,851.985,846.27,849.88,1951575,849.88
267,AMZN,3/2/2017,853.08,854.82,847.28,848.91,2132098,848.91
268,AMZN,3/1/2017,853.05,854.83,849.01,853.08,2760083,853.08
269,AMZN,2/28/2017,851.45,854.09,842.05,845.04,2793709,845.04
270,AMZN,2/27/2017,842.38,852.5,839.67,848.64,2713627,848.64
271,AMZN,2/24/2017,844.69,845.81,837.7501,845.24,3687963,845.24
272,AMZN,2/23/2017,857.57,860.86,848,852.19,3461984,852.19
273,AMZN,2/22/2017,856.95,858.43,852.18,855.61,2616971,855.61
274,AMZN,2/21/2017,848.84,857.98,847.25,856.44,3507742,856.44
275,AMZN,2/17/2017,842,847.27,840.73,845.07,3112275,845.07
276,AMZN,2/16/2017,841.84,845,839.375,844.14,2714667,844.14
277,AMZN,2/15/2017,834,842.81,832.82,842.7,2968853,842.7
278,AMZN,2/14/2017,837,838.31,831.4522,836.39,2792442,836.39
279,AMZN,2/13/2017,831.62,842.9999,828.55,836.53,4172618,836.53
280,AMZN,2/10/2017,823.82,828,822.85,827.46,2429609,827.46
281,AMZN,2/9/2017,821.6,825,819.71,821.36,2484948,821.36
282,AMZN,2/8/2017,812.69,821.479,812.5,819.71,2857985,819.71
283,AMZN,2/7/2017,809.31,816.16,807.5,812.5,3466091,812.5
284,AMZN,2/6/2017,809.8,810.72,803,807.64,3897301,807.64
285,AMZN,2/3/2017,806.72,818.3,804,810.2,10868773,810.2
286,AMZN,2/2/2017,836.59,842.49,828.26,839.95,7350492,839.95
287,AMZN,2/1/2017,829.21,833.78,824.94,832.35,3850181,832.35
288,AMZN,1/31/2017,823.75,826.99,819.56,823.48,3137196,823.48
289,AMZN,1/30/2017,833,833.5,816.38,830.38,3747336,830.38
290,AMZN,1/27/2017,839,839.7,829.44,835.77,2998700,835.77
291,AMZN,1/26/2017,835.53,843.84,833,839.15,3586323,839.15
292,AMZN,1/25/2017,825.79,837.4183,825.288,836.52,4023078,836.52
293,AMZN,1/24/2017,822,823.99,814.5,822.44,2971740,822.44
294,AMZN,1/23/2017,806.8,818.5,805.08,817.88,2797474,817.88
295,AMZN,1/20/2017,815.28,816.02,806.26,808.33,3376196,808.33
296,AMZN,1/19/2017,810,813.51,807.32,809.04,2540784,809.04
297,AMZN,1/18/2017,809.5,811.73,804.27,807.48,2354201,807.48
298,AMZN,1/17/2017,815.7,816,803.44,809.72,3670529,809.72
299,AMZN,1/13/2017,814.32,821.65,811.4,817.14,3791945,817.14
300,AMZN,1/12/2017,800.31,814.13,799.5,813.64,4873922,813.64
301,AMZN,1/11/2017,793.66,799.5,789.51,799.02,2992791,799.02
302,AMZN,1/10/2017,796.6,798,789.5434,795.9,2558369,795.9
303,AMZN,1/9/2017,798,801.7742,791.77,796.92,3446109,796.92
304,AMZN,1/6/2017,782.36,799.44,778.48,795.99,5986234,795.99
305,AMZN,1/5/2017,761.55,782.3999,760.2557,780.45,5830068,780.45
306,AMZN,1/4/2017,758.39,759.68,754.2,757.18,2510526,757.18
307,AMZN,1/3/2017,757.92,758.7595,747.7,753.67,3521066,753.67
308,AMZN,12/30/2016,766.47,767.3999,748.28,749.87,4139449,749.87
309,AMZN,12/29/2016,772.4,773.4,760.85,765.15,3158299,765.15
310,AMZN,12/28/2016,776.25,780,770.5,772.13,3301025,772.13
311,AMZN,12/27/2016,763.4,774.65,761.2,771.4,2638725,771.4
312,AMZN,12/23/2016,764.55,766.5,757.99,760.59,1981616,760.59
313,AMZN,12/22/2016,768.12,771.21,763.02,766.34,2543551,766.34
314,AMZN,12/21/2016,770,771.22,765.7,770.6,2044629,770.6
315,AMZN,12/20/2016,768.65,774.39,767.71,771.22,2703629,771.22
316,AMZN,12/19/2016,758.89,770.5,756.16,766,3113240,766
317,AMZN,12/16/2016,765,765.13,754,757.77,4848219,757.77
318,AMZN,12/15/2016,766.28,769.1,760.31,761,3801927,761
319,AMZN,12/14/2016,778.25,780.86,762.81,768.82,5454836,768.82
320,AMZN,12/13/2016,764.96,782.46,762,774.34,5285288,774.34
321,AMZN,12/12/2016,766.4,766.89,757.2,760.12,2963945,760.12
322,AMZN,12/9/2016,770,770.25,765.34,768.66,2470923,768.66
323,AMZN,12/8/2016,771.87,773.79,765.19,767.33,3189608,767.33
324,AMZN,12/7/2016,764.55,770.42,755.82,770.42,3684906,770.42
